address,al_qualified_perc,original_airdrop_amount,added_liquidity,reported_time
sif17ry7yg9d55sjrtdh04xe7p723p9ckl2y2uqv74,3.2337054150791058,278.768956289028,901.4566835077804,2021-08-26 20:01:45.359085+00:00
sif15f6nvuqsun8ky9tz57dhphleta68hu3ppxg30f,3.1677624993425693,278.768956289028,883.0738457132508,2021-08-26 20:01:27.793390+00:00
sif1p3t3zr7guqasl393c53kumkz85kn0peew576z7,3.0731903999999981,327.997900813435,1008.0,2021-08-26 20:03:25.926202+00:00
sif1ge7pvlae6j207pzkhtmntcq07n3uhhfvjydpkr,3.0475468417070967,327.997900813435,999.5889667105414,2021-08-26 20:02:35.762359+00:00
sif1lmtsp3748j9s69cf6cvtn93ehsfycyuyzqxrjz,2.7178881006339312,327.997900813435,891.4615916537434,2021-08-26 20:03:07.604924+00:00
sif14xwrwqfgqsxqmy59mah765jhp7w9samsr8mq8q,2.5470587451597390,327.997900813435,835.4299216608963,2021-08-26 20:01:23.626967+00:00
sif1ty7d3k5xzj2vypk072xs56dreh8456du3vnk69,2.5346552497783581,327.997900813435,831.3616012130542,2021-08-26 20:03:59.944024+00:00
sif1exr7mfhd3kyr6tanln93hj0fdknlulwz3wvsy5,2.5320173017373692,278.768956289028,705.8478205110873,2021-08-26 20:02:26.539321+00:00
sif1srzlkuqsa3a8p27ww4wm4xhtzgeqsrr8uzcelg,2.5273487523247038,327.997900813435,828.9650853859569,2021-08-26 20:03:51.590172+00:00
sif12pxp3h6hrnhwt70d57h8cpnf7ugkap8n7r82lt,2.3108705639829746,327.997900813435,757.9606940379743,2021-08-26 20:01:07.089083+00:00
sif1tyxwjz97n2eacqnf24ja5l8q6p27vh2w3qh6nh,2.2897611499217377,327.997900813435,751.036850538487,2021-08-26 20:04:00.323761+00:00
sif16pz9uzveae6xm246fa824lf6a6mz03hzju7tcc,2.2234480647289422,327.997900813435,729.2862977987876,2021-08-26 20:01:37.787245+00:00
sif1hqx29thay4jkhktpwyk2wqsw94krk2pugs98ek,2.2083593089345793,327.997900813435,724.33721757235,2021-08-26 20:02:45.239711+00:00
sif1zhzsz4yknucmaaafy0upet5k7jgv75pywymr8q,2.2035032837584945,327.997900813435,722.744451508297,2021-08-26 20:04:35.760778+00:00
sif1ryzxg7a4znkdau6ne7k7xwwsfumqxntmug3353,2.1980866729333891,327.997900813435,720.9678145281391,2021-08-26 20:03:46.407668+00:00
sif10wtvuklzz2e9992zrz2yrm745lvv5dzpxv6lw4,2.1978712668562432,327.997900813435,720.8971617870128,2021-08-26 20:01:03.049658+00:00
sif1vpaaackwrgwx0f2kwwmszh6z0zarpr8nkhw5mk,2.1876660599242457,327.997900813435,717.5498753359509,2021-08-26 20:04:11.581101+00:00
sif18w6vls3spzvtkmlj8wm97wq4gaplr3zkskkpdn,2.1847828805449127,327.997900813435,716.6041985518611,2021-08-26 20:01:53.049958+00:00
sif15073885eaa6649xwwug2nxlmcceqwj563g73hq,2.1484219740395178,278.768956289028,598.9133513714096,2021-08-26 20:01:24.131525+00:00
sif1gd6p96yg4vh94ksw6xp8tez8pmegcgrksmyw0h,2.1425384778371200,327.997900813435,702.7481231425877,2021-08-26 20:02:35.635998+00:00
sif1h4t209tuy4remh6f234uyd4syvpqykahxywwxe,2.1421359883681816,278.768956289028,597.1610137065634,2021-08-26 20:02:41.448039+00:00
sif1n2nxu2xqcwvxzz6hwpztc246v2ccav5q40fm66,2.1310400000000023,445.791726105563,950.0,2021-08-26 20:03:17.961657+00:00
sif15vha4pa5zk684hzn8ss9je5k5wl27a9l8xn0cw,2.1067920193281059,327.997900813435,691.0233597901165,2021-08-26 20:01:31.599952+00:00
sif18km3sqqa7u2c2ky3cexz4yjv4dsg4phwwvny7g,2.1060424752551484,327.997900813435,690.7775109076193,2021-08-26 20:01:50.273650+00:00
sif17gasanvv82lux2usheeep8xyn6kshq9g98v6sa,2.0949395411170034,327.997900813435,687.1357718174379,2021-08-26 20:01:43.591629+00:00
sif15qsmmaqvwxq2cxp9k3g6ecqprlkmp9med9vrtx,2.0940768496881294,9748.465925985998,20414.036815580832,2021-08-26 20:01:30.318965+00:00
sif1jp5ghhqdulq6862d4me0rjt8tlw9au3usuxtef,2.0890495887589971,327.997900813435,685.2038798081207,2021-08-26 20:02:51.048085+00:00
sif1345tlrsnwn5w2rfckeu7dahfp7a3wyz4syent0,2.0792453812781510,327.997900813435,681.9881203352638,2021-08-26 20:01:10.245788+00:00
sif1ca55c7ucka4m2zk694q86dpjs6wu8gelxj8skr,2.0773716452627635,278.768956289028,579.1067253743215,2021-08-26 20:02:08.084474+00:00
sif1kdt7fhrkjvqqqk5p56gx8w7ldpgnskxr50yq2d,2.0596108495348444,327.997900813435,675.5480351400045,2021-08-26 20:02:56.487050+00:00
sif1r6u22nw7vk9ltqv00ekueylsnx4094w7ledu5l,2.0465148734008427,327.997900813435,671.2525824589491,2021-08-26 20:03:41.603014+00:00
sif1l8z4yqm8v99mv84ejjg6ysgsktjwwghlp0cq9q,2.0416667368043461,327.997900813435,669.6624038324414,2021-08-26 20:03:03.938094+00:00
sif1y0le5c6qn0d9zqkwl7j0uyplfcsqd77fu09apn,2.0405598330078299,278.768956289028,568.844734892906,2021-08-26 20:04:27.280172+00:00
sif1tcr8yhu6hyp88v2tkyle9uglzw98x9pglrd96p,2.0183175001735344,327.997900813435,662.003903231939,2021-08-26 20:03:55.640201+00:00
sif1k40w2wsj2clfxruyqtztszxeauappuy9rl6v49,2.0109815060168585,327.997900813435,659.5977125481697,2021-08-26 20:02:54.336991+00:00
sif1l4gw2nmr3vq9rth4m746ksm5zq7gcwjwzv0vpy,2.0092647866238022,327.997900813435,659.0346321909615,2021-08-26 20:03:02.927022+00:00
sif12257mu44vkpg6zrvfmhnmyyajvkt6v4k88x8jx,2.0071141262457422,327.997900813435,658.3292201015952,2021-08-26 20:01:04.565167+00:00
sif1f5z76xry8t5duhlrxs60hqq5xnpyhlnfy3229a,2.0071141262457422,327.997900813435,658.3292201015952,2021-08-26 20:02:28.182643+00:00
sif1z87rg0u8mpsykfta4863dtjxkenszrpexy4nqw,2.0037659155344216,327.997900813435,657.231014016801,2021-08-26 20:04:33.862035+00:00
sif1v7m8rmdrc0kecdsr2t0m8w4t89qsh0z8czjtaw,2.0024660918713556,327.997900813435,656.8046745838877,2021-08-26 20:04:08.546897+00:00
sif1qga3h7tzu84cvzelgxed946qkcz0f9h0s54l6e,2.0003651605568059,327.997900813435,656.1155735229622,2021-08-26 20:03:35.281597+00:00
sif1q2dkyqsclp3s3t4ut3ey278xxvvtucpgw9ul36,1.9949063990219770,327.997900813435,654.3251111984972,2021-08-26 20:03:32.627151+00:00
sif145zh6p4q06u4nrm8dk0p6curq7cdnfssspkhmk,1.9849053156569077,327.997900813435,651.0447768488943,2021-08-26 20:01:17.816869+00:00
sif1hh08xcfrc0mv6utpnr68zkz8ldsfvespkk50xk,1.9847010494386408,11221.653795071064,22271.628063514647,2021-08-26 20:02:43.342541+00:00
sif1sn97la4h7jr359u980anurg8qxzjdu0egdfujx,1.9837301479905611,327.997900813435,650.6593243212288,2021-08-26 20:03:50.452565+00:00
sif1dq7lx3np8jrvgs376vurp48rzz4xtq242hg6uy,1.9781831965092879,327.997900813435,648.8399358794572,2021-08-26 20:02:16.686677+00:00
sif1wdq55x4sq89umqd0pmltvxcy94yqrdfm2rg33q,1.9643824273315655,327.997900813435,644.3133125595535,2021-08-26 20:04:15.885617+00:00
sif15mzrl055xc96rp7ca950yuqnzkxq9hgdfwz0qa,1.9431166638905999,327.997900813435,637.3381867917217,2021-08-26 20:01:29.687743+00:00
sif1t8e5vktvrtwxn98tfr3k3esl424s2jm6syu237,1.9361202977799458,327.997900813435,635.0433933941049,2021-08-26 20:03:55.260682+00:00
sif1u4xej2vwq5g29xvxqrwf5nkahdhvvzz3g7rv4m,1.9158834870094105,724.560682394591,1388.173846736067,2021-08-26 20:04:00.956922+00:00
sif10z2z0vpjyf7zshsvdk3f3y8df0sg9g34ev2fgs,1.9003859458802538,773.789626918998,1470.4989320647887,2021-08-26 20:01:03.681255+00:00
sif1nkg9w58xj7tsckawfa9jl9xkumas2e85x4xdw4,1.8852830227004283,327.997900813435,618.368873884948,2021-08-26 20:03:21.879714+00:00
sif1anxq4ydjjh857f5nc2vq9lljr2shyj9mctm55l,1.8021944496792923,327.997900813435,591.1159963524316,2021-08-26 20:02:04.169660+00:00
sif177h63dhzcjjy87m5mghc7kfx6rnhgvrxy2rwwx,1.7935999999999978,278.768956289028,500.0,2021-08-26 20:01:42.328656+00:00
sif1zkzg6nrny8rfkug3l7hqqqxhh8hs8hrpy6thpt,1.7139145004026009,327.997900813435,562.1603583057603,2021-08-26 20:04:36.521652+00:00
sif13zalp6t8aqvvhlp0y2tx35llv4ede974rx8d0v,1.6805892385205405,327.997900813435,551.2297423643865,2021-08-26 20:01:16.555349+00:00
sif1s29e63k8dqcrf705sttzsr4k6zdqv5vdduen3f,1.6713394849846589,327.997900813435,548.1958426215757,2021-08-26 20:03:46.660745+00:00
sif1zuy05q35u0lw2qedzk83mnsfx7hledcmtpe846,1.62724577565440253678,11549.651695884497,18794.121932407754,2021-08-26 20:04:38.419528+00:00
sif1a6qcwd427rw3a5smp5s5nxyh374ta0nkdusfgy,1.6038508361438552,606.766857102463,973.1635311081644,2021-08-26 20:02:02.148897+00:00
sif1653rh57cmyy8vuup09vu9fue2wqulf0cy9gawr,1.6031950095278656,278.768956289028,446.9209995338614,2021-08-26 20:01:33.243551+00:00
sif1xq767fh48hwqqfll8743jegrjxfj00t7zc7r9x,1.5920221876397188,327.997900813435,522.1799355942403,2021-08-26 20:04:24.495232+00:00
sif10mkczsrf8snhdhazkf7lav2hjdctyupvkpj3af,1.5836694281538594,9748.465925985998,15438.347458383629,2021-08-26 20:01:00.522839+00:00
sif15dyg0uu24zkswsds3sp27v2xzywsv49h24djm6,1.5453612513366686,278.768956289028,430.79874312462937,2021-08-26 20:01:27.289512+00:00
sif19qktfre52pmhc9f3dkcgry97fcqrz8rcv0rdzh,1.5428669766938758,327.997900813435,506.0571295899622,2021-08-26 20:01:58.732208+00:00
sif198hldp8jylsxcqug4lrhl026kycjx340jwet9s,1.5296259010560774,327.997900813435,501.7140845762524,2021-08-26 20:01:55.955746+00:00
sif1lvlvp3qz25um6u0np2u7smyylu6q0l26a66ksv,1.5254964566248980,327.997900813435,500.35963547129984,2021-08-26 20:03:08.991713+00:00
sif12dfktcjn8vspkjez9r06uk33jux6aw3umxukhe,1.5243946886321483,327.997900813435,499.9982578824945,2021-08-26 20:01:05.953940+00:00
sif1x755asu299qwzp9z3f2r6886ceut99hjxytdgt,1.5198024565866801,445.791726105563,677.5153604612511,2021-08-26 20:04:20.565708+00:00
sif1gcl9sll3ux6vpw2whyd79qta5kp9ptgl4gzfh0,1.5192211026103453,327.997900813435,498.3013325276654,2021-08-26 20:02:35.383191+00:00
sif1ph3clff9ekn8d60xvhazpt7pm79gemzv79jd2z,1.5133575157952184,327.997900813435,496.37808836106643,2021-08-26 20:03:28.710548+00:00
sif1n5w0hqsqsmwmzkqlsrptd76et80vf7drckhq6n,1.5099098705779321,327.997900813435,495.24726796704704,2021-08-26 20:03:18.973090+00:00
sif1dwvvh66wj8252clr6r8fk7e9jgpkzarna2943v,1.5024310472350525,724.560682394591,1088.6024648354496,2021-08-26 20:02:17.570982+00:00
sif133gtddy7m53kf2lyp0zhahcdm2ssk5kwxay22a,1.4934155295261910,327.997900813435,489.8371587267751,2021-08-26 20:01:09.993414+00:00
sif1jttkyrrlfwdesa7d88tcu544dxh27upv9u07kq,1.4907485365147391,327.997900813435,488.96239061753477,2021-08-26 20:02:52.311823+00:00
sif1kh55aruwltvpnmtlxqc3arw6780lj83cahvsmd,1.4672917238274876,327.997900813435,481.26860529634234,2021-08-26 20:02:57.495843+00:00
sif197w0my4kl6y0pqmv37lz2gc8xwk5y762gtnhk0,1.4670992919563802,327.997900813435,481.2054880465695,2021-08-26 20:01:55.703296+00:00
sif12vz69nqkns7jem2dustgmqc0ut95kjwd3c8zrr,1.4547267184385957,327.997900813435,477.1473099050763,2021-08-26 20:01:08.477738+00:00
sif1meuunps9fxqdrw8cj85vzd8ny8mh3gg8fv6rtx,1.4244320000000015,445.791726105563,635.0,2021-08-26 20:03:12.524096+00:00
sif1pch689vq6g87esu2s09qax94cxtpuz4svvhr5j,1.4133141604935434,278.768956289028,393.9881134292889,2021-08-26 20:03:27.696454+00:00
sif1xy4jk393sm997rg6wqqze9d2fx632w4tat4576,1.4057526117361186,327.997900813435,461.08390571245064,2021-08-26 20:04:26.647736+00:00
sif1lftpyczjtr6rwh9k0gs2pl5glz4kslnpyudwsc,1.4024479999999991,327.997900813435,460.0,2021-08-26 20:03:06.213399+00:00
sif1mphr664xm6leum49rge6973mkrtsaar6265zgg,1.3998094722280916,327.997900813435,459.1345684295764,2021-08-26 20:03:15.432864+00:00
sif17vyytv2gnapskex0rzp5r2w2kr4x85aqy6gkhc,1.3939481185510431,724.560682394591,1010.0,2021-08-26 20:01:46.366830+00:00
sif170pfyjxgggvudkx4t7yv8sy58nw2lgmhvzwcfs,1.3914190126851493,327.997900813435,456.38251531263126,2021-08-26 20:01:40.687647+00:00
sif1xs0ax0vj5ud02wyzep9tayxntgm9fd3xnazstn,1.3874311024653340,327.997900813435,455.0744891318994,2021-08-26 20:04:25.000805+00:00
sif1ek636rhmnp7u9syft7g6ul96acjrlp7r9c6v8l,1.3722543436685457,327.997900813435,450.096544105401,2021-08-26 20:02:23.885240+00:00
sif1894wx6z58gwm3hk6278mhfx9jppc2k9xwpnsm8,1.3637153215371233,327.997900813435,447.295762771295,2021-08-26 20:01:47.753869+00:00
sif1qxnkm93q085tjjghgknjmnrv6rpy8985aqh0n4,1.3631359999999983,278.768956289028,380.0,2021-08-26 20:03:39.453392+00:00
sif10x53ljf7kpvdksr3xeg45c4s7925dyjj2hgaag,1.3529222853996923,278.768956289028,377.1527334410387,2021-08-26 20:01:03.175680+00:00
sif1ulzstqn6l2a8en92ylwa2l86xyllsqp7s4zugh,1.3528517515035781,327.997900813435,443.73253460495243,2021-08-26 20:04:03.616345+00:00
sif1rmg38qjzsasvwrqqcjdtpsznfastap3u5s8f3t,1.3459357875472928,445.791726105563,600.007037957958,2021-08-26 20:03:44.131613+00:00
sif1f6l9zj4608u4wgr73yvxq3qz52vtdeztwm8fka,1.3438624644466298,327.997900813435,440.784067320464,2021-08-26 20:02:28.688425+00:00
sif1m7atq56pcvfykd0elmkqfmxllc0r673ftzd4yj,1.3177192723438692,773.789626918998,1019.6375041309361,2021-08-26 20:03:11.009664+00:00
sif1the3q9s2eltpxhqer9xxpp7futfyrzcxar99u4,1.3099863599200983,327.997900813435,429.67277614802515,2021-08-26 20:03:56.273355+00:00
sif1tnnhrqpm8rxj7xja5jcu2vmlv2yxz5na00p69z,1.2986282268335744,327.997900813435,425.9473323384857,2021-08-26 20:03:57.413222+00:00
sif1gjgjsh74w5trmfaaauq4qt2mwvh8p7gs0vuuz4,1.2966247124672935,327.997900813435,425.290183832096,2021-08-26 20:02:36.521559+00:00
sif1cmpx7preu4wxwur85l5gh8ftudn3spsf8vtdga,1.2895431759258164,445.791726105563,574.8676782836194,2021-08-26 20:02:10.485607+00:00
sif1qqyl24rxge02cgkqnq4p2340s28kdd89p90ecv,1.2866571606856539,327.997900813435,422.020847771469,2021-08-26 20:03:37.429879+00:00
sif1z5qs8mny48uzw8yqdhyqp0nphsael598rl6gtz,1.2841533079430528,327.997900813435,421.1995893279499,2021-08-26 20:04:33.229246+00:00
sif1eh6kql8ka8rfgdv52tukj44ghkfpzans0psqw9,1.2802903099648158,327.997900813435,419.9325341002416,2021-08-26 20:02:23.381157+00:00
sif17gdk3xupafk3rpc42wr3dsleslr0jgtqmc5hfj,1.2788408783858393,327.997900813435,419.4571235849646,2021-08-26 20:01:43.718098+00:00
